,PlayerName,Committing_CC,Committing_IC,Committing_CNC,Committing_INC,Disadvantaged_CC,Disadvantaged_IC,Disadvantaged_CNC,Disadvantaged_INC,num_errors_in_favor,percent_errors_in_favor,num_errors_against,percent_errors_against
159,Marcus Morris Sr.,7,0,28,3,12,0,42,1,3,3.23,1,1.08
160,Giannis Antetokounmpo,10,1,20,1,14,0,30,2,1,1.28,3,3.85
161,Hornets,2,0,0,0,1,0,14,4,0,0.0,4,19.05
162,Anthony Davis,5,0,42,3,15,1,45,5,4,3.45,5,4.31
163,Kevin Huerter,5,0,18,3,1,0,12,0,3,7.69,0,0.0
164,Tyler Herro,2,0,18,0,4,2,26,1,2,3.77,1,1.89
165,Larry Nance Jr.,8,0,13,0,3,0,14,3,0,0.0,3,7.32
166,Vince Carter,7,0,11,1,1,0,6,0,1,3.85,0,0.0
167,Bradley Beal,4,0,10,3,11,0,44,2,3,4.05,2,2.7
168,Pascal Siakam,9,0,30,0,19,0,36,1,0,0.0,1,1.05
169,Goga Bitadze,1,1,0,1,0,0,0,0,1,33.33,1,33.33
170,Deonte Burton,1,0,0,0,0,0,2,1,0,0.0,1,25.0
171,Jamal Murray,4,1,28,1,16,0,51,4,1,0.95,5,4.76
172,Cavaliers,3,0,2,0,1,0,5,2,0,0.0,2,15.38
173,Damion Lee,11,0,9,2,5,0,11,1,2,5.13,1,2.56
174,CJ McCollum,10,1,20,2,8,0,24,3,2,2.94,4,5.88
175,Monte Morris,4,0,7,0,3,1,8,0,1,4.35,0,0.0
176,Kevin Knox II,2,0,2,0,0,0,0,0,0,0.0,0,0.0
177,Khem Birch,0,0,9,1,2,0,3,1,1,6.25,1,6.25
178,PJ Tucker,1,0,5,0,0,0,2,0,0,0.0,0,0.0
179,Gary Clark,0,0,1,0,1,0,0,0,0,0.0,0,0.0
180,Stanley Johnson,0,0,1,0,1,0,3,0,0,0.0,0,0.0
181,Bam Adebayo,16,0,98,3,13,1,54,2,4,2.14,2,1.07
182,Denzel Valentine,0,0,2,0,0,0,1,0,0,0.0,0,0.0
183,Grizzlies,1,0,0,1,2,0,11,1,1,6.25,1,6.25
184,LeBron James,5,1,26,2,11,1,49,2,3,3.09,3,3.09
185,Luka Doncic,10,1,36,4,16,1,80,7,5,3.23,8,5.16
186,De'Aaron Fox,10,0,22,3,11,0,35,2,3,3.61,2,2.41
187,Mikal Bridges,8,0,21,1,7,1,19,2,2,3.39,2,3.39
188,Norman Powell,5,0,25,1,9,1,19,1,2,3.28,1,1.64
189,Marvin Williams,5,0,17,2,2,0,6,0,2,6.25,0,0.0
190,Nicolo Melli,2,0,7,0,0,0,6,1,0,0.0,1,6.25
191,Devin Booker,13,2,30,5,27,0,43,4,5,4.03,6,4.84
192,Raul Neto,0,0,2,1,1,0,1,0,1,20.0,0,0.0
193,Cristiano Felicio,0,0,7,0,0,0,1,0,0,0.0,0,0.0
194,Bismack Biyombo,2,0,28,2,4,0,14,2,2,3.85,2,3.85
195,Brandon Clarke,4,1,10,0,1,0,10,1,0,0.0,2,7.41
196,Willie Cauley-Stein,2,0,19,0,2,0,5,2,0,0.0,2,6.67
197,Ben McLemore,0,0,4,0,0,0,5,1,0,0.0,1,10.0
198,Robert Covington,10,0,31,2,6,0,33,0,2,2.44,0,0.0
199,Patrick Beverley,4,1,16,0,0,0,14,1,0,0.0,2,5.56
200,Maxi Kleber,10,0,45,3,3,0,24,1,3,3.49,1,1.16
201,Malik Beasley,3,0,9,0,5,0,7,0,0,0.0,0,0.0
202,Karl-Anthony Towns,5,1,33,3,3,0,23,1,3,4.35,2,2.9
203,Jordan Poole,1,0,1,0,0,0,2,0,0,0.0,0,0.0
204,Anthony Tolliver,3,0,4,0,1,0,0,1,0,0.0,1,11.11
205,Kings,0,0,1,0,4,0,8,7,0,0.0,7,35.0
206,Kenrich Williams,3,0,11,1,0,0,2,0,1,5.88,0,0.0
207,Taj Gibson,2,0,19,0,2,0,5,1,0,0.0,1,3.45
208,Quinn Cook,1,0,0,0,0,0,0,0,0,0.0,0,0.0
209,Dwayne Bacon,3,0,2,0,1,1,5,0,1,8.33,0,0.0
210,Doug McDermott,1,0,4,0,0,0,1,0,0,0.0,0,0.0
211,Jonathan Isaac,3,0,1,1,2,0,6,0,1,7.69,0,0.0
212,Dewayne Dedmon,2,0,15,0,1,0,6,0,0,0.0,0,0.0
213,Keita Bates-Diop,2,0,3,0,0,0,2,0,0,0.0,0,0.0
214,Glenn Robinson III,8,0,10,1,0,0,14,0,1,3.03,0,0.0
215,Matisse Thybulle,2,0,8,1,3,0,5,0,1,5.26,0,0.0
216,James Ennis III,0,0,8,0,1,0,5,0,0,0.0,0,0.0
217,Khris Middleton,5,0,18,1,6,1,21,1,2,3.77,1,1.89
218,Thomas Bryant,6,0,15,1,1,0,8,1,1,3.13,1,3.13
219,Solomon Hill,2,0,10,2,2,0,10,1,2,7.41,1,3.7
220,Robin Lopez,1,0,6,0,0,0,1,0,0,0.0,0,0.0
221,Wes Iwundu,1,0,1,0,0,0,3,0,0,0.0,0,0.0
222,Ish Smith,0,0,5,0,1,0,6,0,0,0.0,0,0.0
223,Allonzo Trier,2,0,1,0,0,0,4,0,0,0.0,0,0.0
224,Chris Silva,0,0,1,1,1,0,1,0,1,25.0,0,0.0
225,Dennis Smith Jr.,0,0,1,0,0,0,2,0,0,0.0,0,0.0
226,E'Twaun Moore,0,0,6,1,1,0,3,0,1,9.09,0,0.0
227,Frank Kaminsky,3,0,11,4,3,0,5,0,4,15.38,0,0.0
228,Magic,1,0,0,1,2,0,6,2,1,8.33,2,16.67
229,Brandon Knight,1,0,3,0,2,0,7,0,0,0.0,0,0.0
230,Lakers,1,0,0,0,4,0,15,6,0,0.0,6,23.08
231,Carmelo Anthony,4,0,20,3,4,0,13,2,3,6.52,2,4.35
232,TJ Leaf,1,0,0,0,0,0,0,0,0,0.0,0,0.0
233,Jae Crowder,12,0,34,1,9,0,22,2,1,1.25,2,2.5
234,Elfrid Payton,9,0,21,4,3,0,30,5,4,5.56,5,6.94
235,Jeremy Lamb,3,0,5,1,4,0,19,3,1,2.86,3,8.57
236,P.J. Washington,7,0,30,1,4,1,16,2,2,3.28,2,3.28
237,Kyle Korver,3,0,0,1,0,0,2,1,1,14.29,1,14.29
238,Jeremiah Martin,0,0,1,0,0,0,0,0,0,0.0,0,0.0
239,Admiral Schofield,1,0,3,0,0,0,0,0,0,0.0,0,0.0
240,Nets,1,0,1,1,4,0,16,4,1,3.7,4,14.81
241,Wilson Chandler,4,0,4,1,0,0,4,0,1,7.69,0,0.0
242,Devon Hall,2,0,6,0,2,0,1,0,0,0.0,0,0.0
243,Brandon Goodwin,1,0,3,0,1,0,6,0,0,0.0,0,0.0
244,JaMychal Green,3,0,16,1,3,0,8,0,1,3.23,0,0.0
245,Kelly Oubre Jr.,5,2,24,2,7,0,22,1,2,3.17,3,4.76
246,Alfonzo McKinnie,0,0,1,0,0,0,0,0,0,0.0,0,0.0
247,Jusuf Nurkic,3,0,17,2,6,0,15,1,2,4.55,1,2.27
248,Daniel Gafford,0,0,6,0,0,0,6,2,0,0.0,2,14.29
249,Juancho Hernangomez,1,0,3,0,0,0,6,0,0,0.0,0,0.0
250,Svi Mykhailiuk,3,0,6,0,0,0,6,0,0,0.0,0,0.0
251,Luguentz Dort,3,0,12,0,0,2,5,0,2,9.09,0,0.0
252,Garrett Temple,2,0,15,1,3,0,13,3,1,2.7,3,8.11
253,Shaquille Harrison,2,0,5,1,2,0,3,0,1,7.69,0,0.0
254,Hassan Whiteside,3,0,30,2,4,0,13,3,2,3.64,3,5.45
255,76ers,3,0,1,1,5,0,8,6,1,4.17,6,25.0
256,Justin Holiday,4,0,15,0,3,0,16,2,0,0.0,2,5.0
